ID_Location	Start End	Chromosome	Strand
1	76086641	76086640	5	1	1
2	19971168	19971167	22	1	2
3	36860949	36860948	5	1	3
4	141641287	141641286	5	1	4
5	96991846	96991845	5	1	5
6	20369563	20369562	22	1	6
7	20594218	20594217	22	1	7
8	20863315	20863314	22	1	8
9	20592935	20592934	22	1	8
10	29486205	29486204	22	1	9
11	14596637	14596636	5	1	10
12	20587936	20587935	22	1	11
13	6935111	6935110	19	1	12
14	17356068	17356067	22	1	13
15	32621581	32621580	20	1	14
16	20800715	20800714	22	1	14
17	20808503	20808502	22	1	14
18	20800908	20800907	22	1	14
19	22444536	22444535	CHR_HSCHR22_1_CTG3	1	15
20	20825087	20825086	22	1	15
21	20594237	20594236	22	1	15
22	18095831	18095830	22	1	16
23	178051912	178051911	4	1	16
24	18127714	18127713	22	1	17
25	58708731	58708730	14	1	17
26	20850451	20850450	22	1	17
27	29494327	29494326	22	1	17
28	97600481	97600480	X	1	18
29	117463497	117463496	6	1	19
30	35933836	35933835	CHR_HSCHR22_1_CTG4	1	20
31	16181675	16181674	17	1	21
32	20592867	20592866	22	1	21
33	143301530	143301529	5	1	22
34	20797795	20797794	22	1	22
35	29497789	29497788	22	1	22
36	20901094	20901093	22	1	22
37	20572640	20572639	22	1	22
38	20773300	20773299	22	1	22
39	20837388	20837387	22	1	22
40	20847755	20847754	22	1	22
41	20594240	20594239	22	1	22
42	137024721	137024720	6	1	23
43	20813318	20813317	22	1	23
44	20780792	20780791	22	1	23
45	20892504	20892503	22	1	24
46	71403291	71403290	6	1	25
47	8564382	8564381	6	1	25
48	20377725	20377724	22	1	25
49	20880028	20880027	22	1	26
50	11166697	11166696	6	1	26
51	94533476	94533475	6	1	26
52	71331637	71331636	6	1	27
53	20843099	20843098	22	1	27
54	7771694	7771693	6	1	28
55	20811624	20811623	22	1	28
56	20821609	20821608	22	1	28
57	129642851	129642850	5	1	29
58	20399572	20399571	22	1	30
59	36943772	36943771	22	1	31
60	20809432	20809431	22	1	31
61	94736780	94736779	9	1	32
62	131844594	131844593	6	1	33
63	36942078	36942077	22	1	33
64	187505129	187505128	2	1	34
65	143952478	143952477	6	1	35
66	61092412	61092411	4	1	35
67	18089607	18089606	22	1	35
68	89751667	89751666	10	1	36
69	223929861	223929860	2	1	37
70	17320673	17320672	10	1	38
71	20898009	20898008	22	1	38
72	33127359	33127358	15	1	39
73	2576752	2576751	12	1	40
74	18089737	18089736	22	1	40
75	94449713	94449712	6	1	41
76	20897718	20897717	22	1	41
77	35061940	35061939	22	1	42
78	18108999	18108998	22	1	42
79	78449547	78449546	10	1	43
80	179976001	179976000	5	1	44
81	143966530	143966529	3	1	44
82	154272459	154272458	5	1	45
83	37520046	37520045	CHR_HSCHR17_7_CTG4	1	46
84	20592924	20592923	22	1	46
85	90573121	90573120	5	1	47
86	20769684	20769683	22	1	47
87	18094220	18094219	22	1	47
88	20814181	20814180	22	1	47
89	19216604	19216603	22	1	48
90	20592928	20592927	22	1	48
91	27989229	27989228	22	1	49
92	98874095	98874094	5	1	50
93	135042137	135042136	5	1	51
94	20568274	20568273	22	1	51
